question,answer,source,section,type,difficulty,options,correct_index
"____是对话系统在单次会话中保持上下⽂连贯性的关键模块。系
统需要在对话的多轮交互中保存⽤户的输⼊和⾃身的响应，确保后续
的回答能够基于当前会话的上下⽂进⾏⽣成。",短期记忆,"AI Agent开发与应用基于大模型的智能体构建 [转换版] (凌峰) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发与应用基于大模型的智能体构建 [转换版] (凌峰) (z-library.sk, 1lib.sk, z-lib.sk)",fill_in_blank,easy,,
"____是系统的重要组成部分，通过PerformanceMonitor类，系统
能够详细记录每个任务的执⾏时间，并为⽤户提供性能分析。",性能监控,"AI Agent开发与应用基于大模型的智能体构建 [转换版] (凌峰) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发与应用基于大模型的智能体构建 [转换版] (凌峰) (z-library.sk, 1lib.sk, z-lib.sk)",fill_in_blank,medium,,
"____是⼀种专⻔针对⼤规模数据进⾏快速查询和⾼效索引的框
架，它通过多种索引算法和数据库集成，⽀持实时数据查询与智能响
应。",LlamaIndex,"AI Agent开发与应用基于大模型的智能体构建 [转换版] (凌峰) (z-library.sk, 1lib.sk, z-lib.sk)",第4章,fill_in_blank,easy,,
"____是智能系统的核⼼技术之⼀，其⽬的是通过构建数据结构，
将复杂的查询任务简化为⾼效的检索操作。",数据索引,"AI Agent开发与应用基于大模型的智能体构建 [转换版] (凌峰) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发与应用基于大模型的智能体构建 [转换版] (凌峰) (z-library.sk, 1lib.sk, z-lib.sk)",fill_in_blank,easy,,
"____是提升系统性能的重要⼿段，特别是在⾼并发场景下，通过
减少重复计算和数据库访问次数，系统可以显著提⾼响应速度。",缓存技术,"AI Agent开发与应用基于大模型的智能体构建 [转换版] (凌峰) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发与应用基于大模型的智能体构建 [转换版] (凌峰) (z-library.sk, 1lib.sk, z-lib.sk)",fill_in_blank,medium,,
"____是构建智能系统的重要环节。在⾯对动态更
新的数据源和⽤户的⾼频请求时，系统必须具备及时响应能⼒。",实现实时数据查询与响应,"AI Agent开发与应用基于大模型的智能体构建 [转换版] (凌峰) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发与应用基于大模型的智能体构建 [转换版] (凌峰) (z-library.sk, 1lib.sk, z-lib.sk)",fill_in_blank,easy,,
"____是提升查询性能的有效⼿段。通过将⾼频查询结果存储在内
存中，系统可以避免重复计算，减少对底层数据库的访问次数。",缓存机制,"AI Agent开发与应用基于大模型的智能体构建 [转换版] (凌峰) (z-library.sk, 1lib.sk, z-lib.sk)",4.3.2 缓存机制与查询性能的提升策略,fill_in_blank,medium,,
"____是指系统能够同时处理⽂本、图像、⾳频等多种类型的数
据，并基于这些数据提供查询服务。",多模态查询,"AI Agent开发与应用基于大模型的智能体构建 [转换版] (凌峰) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发与应用基于大模型的智能体构建 [转换版] (凌峰) (z-library.sk, 1lib.sk, z-lib.sk)",fill_in_blank,easy,,
"____是倒排索引类，它的build_index⽅法会将⼀系列⽂档内
容逐字拆分，并为每个单词构建索引。",InvertedIndex,"AI Agent开发与应用基于大模型的智能体构建 [转换版] (凌峰) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发与应用基于大模型的智能体构建 [转换版] (凌峰) (z-library.sk, 1lib.sk, z-lib.sk)",fill_in_blank,medium,,
"____是向量索引类，模拟了语义检索。它的add_vector⽅法将
⽂本、向量和元数据添加到索引中，⽽search_vector⽅法则实现了基
于向量的语义搜索。",VectorIndex,"AI Agent开发与应用基于大模型的智能体构建 [转换版] (凌峰) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发与应用基于大模型的智能体构建 [转换版] (凌峰) (z-library.sk, 1lib.sk, z-lib.sk)",fill_in_blank,medium,,
"____是系统的核⼼类，它负责管理查询、索引和缓存。它
包含query_handler和security_manager两个模块，并在query⽅法中
进⾏⽤户验证。",KnowledgeBase,"AI Agent开发与应用基于大模型的智能体构建 [转换版] (凌峰) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发与应用基于大模型的智能体构建 [转换版] (凌峰) (z-library.sk, 1lib.sk, z-lib.sk)",fill_in_blank,medium,,
"____是⼀项前沿技术，更代表着解决复杂任务的创新思
路。",智能体开发不仅,"AI Agent开发与应用基于大模型的智能体构建 [转换版] (凌峰) (z-library.sk, 1lib.sk, z-lib.sk)",第5章,fill_in_blank,easy,,
"____是⼀项系统性⼯程，需要从需求分析、系统架构设计到开
发与测试的迭代过程中逐步推进。",智能体开发,"AI Agent开发与应用基于大模型的智能体构建 [转换版] (凌峰) (z-library.sk, 1lib.sk, z-lib.sk)",第5章,fill_in_blank,easy,,
"____是智能体开发的基⽯。合理的架构设计有助于提⾼系统的可
扩展性、稳定性和维护性，并使系统能够灵活地应对变化。",系统架构,"AI Agent开发与应用基于大模型的智能体构建 [转换版] (凌峰) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发与应用基于大模型的智能体构建 [转换版] (凌峰) (z-library.sk, 1lib.sk, z-lib.sk)",fill_in_blank,easy,,
"____是⼀个不断循环的过程，每⼀轮的⽬标是增加新
功能、优化已有功能，并通过测试确保系统的稳定性。",整个开发与测试流程,"AI Agent开发与应用基于大模型的智能体构建 [转换版] (凌峰) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发与应用基于大模型的智能体构建 [转换版] (凌峰) (z-library.sk, 1lib.sk, z-lib.sk)",fill_in_blank,medium,,
"____是系统健壮性的重要保障。在调⽤API进⾏翻译时，可
能会遇到请求超时、⽆效响应或⽹络中断等异常情况。",错误处理机制则,"AI Agent开发与应用基于大模型的智能体构建 [转换版] (凌峰) (z-library.sk, 1lib.sk, z-lib.sk)",7.2.2 翻译优化与错误处理机制,fill_in_blank,medium,,
"____是智能体开发中的核⼼环节。在实现
过程中，需要将输⼊处理、模型调⽤、术语优化以及输出格式化等功
能模块化，确保每个模块独⽴实现并能与其他模块顺畅集成。",翻译系统的代码实现与模块测试,"AI Agent开发与应用基于大模型的智能体构建 [转换版] (凌峰) (z-library.sk, 1lib.sk, z-lib.sk)",7.3.2 翻译系统的代码实现与模块测试,fill_in_blank,easy,,
"____是确保系统在⽣产环境中稳定运⾏的关键
步骤。",智能翻译系统的部署与优化,"AI Agent开发与应用基于大模型的智能体构建 [转换版] (凌峰) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发与应用基于大模型的智能体构建 [转换版] (凌峰) (z-library.sk, 1lib.sk, z-lib.sk)",fill_in_blank,medium,,
"____是实现⾼效邮件管理的关键。为了确保系
统能够快速分类和检索邮件，必须设计合理的存储架构，并采⽤优化
的数据模型存储邮件内容和元数据。",邮件分类与存储结构的优化,"AI Agent开发与应用基于大模型的智能体构建 [转换版] (凌峰) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发与应用基于大模型的智能体构建 [转换版] (凌峰) (z-library.sk, 1lib.sk, z-lib.sk)",fill_in_blank,medium,,
"____是技术层⾯的需求，还直接影响⽤户体验。⼀个智能系
统需要能够识别不同类型的异常，根据错误的严重程度⾃动调整策
略，并在适当的时间⽣成礼貌且明确的回复。",错误处理不仅,"AI Agent开发与应用基于大模型的智能体构建 [转换版] (凌峰) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发与应用基于大模型的智能体构建 [转换版] (凌峰) (z-library.sk, 1lib.sk, z-lib.sk)",fill_in_blank,easy,,
"____是招聘流程的第⼀步。这个模块负责从候选⼈上传或招
聘平台获取的简历中提取信息，并与职位要求进⾏匹配。",简历筛选模块,"AI Agent开发与应用基于大模型的智能体构建 [转换版] (凌峰) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发与应用基于大模型的智能体构建 [转换版] (凌峰) (z-library.sk, 1lib.sk, z-lib.sk)",fill_in_blank,easy,,
"____是系统⾼效运⾏的核⼼。⾯试安排、简历解析、评价报告⽣
成等任务需要在⾼并发环境下进⾏，因此系统必须具备强⼤的任务调
度能⼒。",任务调度,"AI Agent开发与应用基于大模型的智能体构建 [转换版] (凌峰) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发与应用基于大模型的智能体构建 [转换版] (凌峰) (z-library.sk, 1lib.sk, z-lib.sk)",fill_in_blank,easy,,
"____是智能⾯试助⼿的重要组成部分，旨
在通过⾃动化技术提升招聘流程的效率和精准度。",岗位需求分析与简历的精准匹配,"AI Agent开发与应用基于大模型的智能体构建 [转换版] (凌峰) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发与应用基于大模型的智能体构建 [转换版] (凌峰) (z-library.sk, 1lib.sk, z-lib.sk)",fill_in_blank,medium,,
"____是推荐系统的基础⼯作，准确且全⾯的⽤户⾏为数据决定了
推荐算法的效果和个性化推荐的准确性。",数据采集,"AI Agent开发与应用基于大模型的智能体构建 [转换版] (凌峰) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发与应用基于大模型的智能体构建 [转换版] (凌峰) (z-library.sk, 1lib.sk, z-lib.sk)",fill_in_blank,easy,,
"____是⼀种在⻚⾯或App中预埋代码的技术，⽤于捕捉⽤户的操作
事件，如⻚⾯访问、按钮点击、搜索查询等。",埋点技术,"AI Agent开发与应用基于大模型的智能体构建 [转换版] (凌峰) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发与应用基于大模型的智能体构建 [转换版] (凌峰) (z-library.sk, 1lib.sk, z-lib.sk)",fill_in_blank,medium,,
"____是推荐系统中⼴泛应⽤的算法，通过分析⽤户与物品之间的
相互关系，实现了个性化推荐的⽬标。",协同过滤,"AI Agent开发与应用基于大模型的智能体构建 [转换版] (凌峰) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发与应用基于大模型的智能体构建 [转换版] (凌峰) (z-library.sk, 1lib.sk, z-lib.sk)",fill_in_blank,easy,,
"____是描述⽂本、类别标签、价格、品牌等。为了让
算法能够处理这些特征，需要对其进⾏编码并构建向量。",每个物品的特征可以,"AI Agent开发与应用基于大模型的智能体构建 [转换版] (凌峰) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发与应用基于大模型的智能体构建 [转换版] (凌峰) (z-library.sk, 1lib.sk, z-lib.sk)",fill_in_blank,medium,,
"____是基于⽤户⾏为预测⽤户的偏好。内容推荐是根据物品
特征提供推荐。",例如协同过滤,"AI Agent开发与应用基于大模型的智能体构建 [转换版] (凌峰) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发与应用基于大模型的智能体构建 [转换版] (凌峰) (z-library.sk, 1lib.sk, z-lib.sk)",fill_in_blank,easy,,
"____的是这些框架对模型的封装过程。
介绍完模型 I/O，我们再来看模型所提供的 API。",实现体现,"AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",fill_in_blank,medium,,
"____是烦琐的。为此，我们引入了聊天记忆这个组件。聊天记忆在多轮对
话中起到的作用如图 1-3 所示。",维护和管理这些消息,"AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",fill_in_blank,easy,,
"____是专门用于存储和查询向量的数据库，其存储的向量来源于对文本、语音、
图像、视频等数据的向量化处理。",向量数据库,"AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",fill_in_blank,easy,,
"____是希望能够对提示词进行定制，以满足特定场景下的需求，例如：
 
❑ 优化生成内容的性能或质量。",开发人员还,"AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",fill_in_blank,easy,,
"____是非常简单的事情，通过代码清单 1-10 所示的几行代码就能实现这
一目标。",开发人员生成一张图像,"AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",fill_in_blank,easy,,
"____的是如代码清单 2-15 所示的结果。
代码清单 2-15 调整提示词后的 ChatCompletion 调用结果
{
    ""population"": ""8475 万 "",
    ""capital"": "" 南京市 "",
    ""cities"": [
        "" 南京市 "", "" 无锡市 "", ..., "" 宿迁市 ""
    ]
}
显然，两次返回的结果有着明显的不同。",此时返回,"AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",fill_in_blank,easy,,
"____是指 LLM 同时执行多个函数调用的能力，这些函数的调用过程和结果会
被并行解析。",并行函数调用,"AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",fill_in_blank,medium,,
"____是否调用工具，这也是 OpenAI API 的默认
值。",模型会根据当前的上下文和用户问题自动决定,"AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",fill_in_blank,easy,,
____是执行向量空间中的相似度计算，执行效果如代码清单 4-21 所示。,该方法的基本原理,"AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",fill_in_blank,easy,,
____的是 Docker，那么可以通过如代码清单 6-7 所示的方式启动 Phoenix 服务。,如果使用,"AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",fill_in_blank,easy,,
"____的是 Tornado 框架。Streamlit 封装了大量常用的可视化组件方法，支持数据表、
图表等对象的渲染，同时支持网格化和响应式页面布局。",底层使用,"AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",6.3.1 使用 Streamlit 构建 Web 应用,fill_in_blank,easy,,
