question,answer,source,section,type,difficulty
什么是什么是 A2A？,"决不同 AI Agent 之间的通信协同问题，旨在构建一个更灵活和高效的多智能体系统。无论是独立
Agent 之间、独立 Agent 与企业 Agent 之间，还是企业 Agent 之间，都可以通过该协议实现通
信交互和事务协作。 
4.2.1 什么是 A2A 
A2A 是一个开放协议，它为 AI Agent 之间提供了一种标准方式，无论是哪种底层开发框架还
是哪个供应商，都可以进行协作。A2A","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",什么是 A2A,definition,medium
A2A和MCP 之间的关系有什么区别？,"104∣AI Agent 开发全书：原理、框架与企业落地 
 
 
图 4-15 A2A 协议的典型工作流 
4.2.2 A2A 与 MCP 之间的关系 
大家是否会有这样的疑问：直接通过 MCP 把 AI Agent 做得足够全能就好，为什么还需要使
用 A2A 协议来协作不同的 AI Agent 呢？对比 MCP 与 A2A 协议，可以发现，二者之间更多的是
一种能力互补关系：MCP 让 AI","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",A2A 与 MCP 之间的关系,comparison,medium
开发A2A 架构设计实现剖析的步骤有哪些？,"第 4 章  AI Agent 的 MCP 与通信协同∣105 
 
4.2.3 A2A 架构设计实现剖析 
在 A2A 协议中，A2A 核心三要素示意图如图 4-17 所示，3 个核心角色如下。 
 
 
图 4-17 A2A 核心三要素示意图 
 终端用户（End-User）：协议中的关键主体，主要负责认证和授权操作，确保交互的安全
性和合法性。 
 客户端 Agent（Client Ag","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",A2A 架构设计实现剖析,method,medium
解释ReAct 框架的核心原理剖析的核心原理。,"第 5 章  AI Agent 构建工程实战 1——基于 Coze、Dify 平台构建 AI Agent∣111 
 
5.1.1 ReAct 框架的核心原理剖析 
ReAct 是一个专为 LLM 设计的提示框架（这是一种逻辑框架，而非开发框架），旨在协同推
理与行动能力。 
1．核心原理 
ReAct 框架的核心在于通过循环进行推理和行动，使 AI Agent 能够在思考与行动之间灵活切
换。这","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",ReAct 框架的核心原理剖析,principle,easy
AI Agent 规划能力剖析和代码实现有什么区别？,"提示  在学习新概念时，归纳与演绎是我们常用的两种思维方式。归纳是从个别到一般，而演
绎是从一般到个别；归纳为演绎提供了指导，演绎为归纳提供了理论依据。对规划能力的定义侧
重于归纳思维，把规划能力落实到具体的自主 AI Agent 上则侧重于演绎思维。 
5.2.1 AI Agent 规划能力剖析与代码实现 
下述代码通过定义一个名为 CustomerServiceAgent 的类，基于 ReAc","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",AI Agent 规划能力剖析与代码实现,comparison,hard
AI Agent 行动能力剖析和代码实现有什么区别？,"先查库存，再查促销信息，最后计算价格），而非直接给出答案。这种分步骤的推理和工具调用就
是规划能力。 
5.2.2 AI Agent 行动能力剖析与代码实现 
AI Agent 行动能力主要体现在动态调用工具和响应生成两个方面。 
（1）动态调用工具：在实际应用中，CustomerServiceAgent 类会根据用户提问和从 LLM
接收的指示（如 Action：query_by_product","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",AI Agent 行动能力剖析与代码实现,comparison,medium
AI Agent 记忆能力剖析和代码实现有什么区别？,"第 5 章  AI Agent 构建工程实战 1——基于 Coze、Dify 平台构建 AI Agent∣131 
 
5.2.3 AI Agent 记忆能力剖析与代码实现 
AI Agent 记忆能力主要体现在维持对话历史记录和在多轮对话中持续迭代两个方面。 
（1）维持对话历史记录 (messages)方面：在构造函数__init__中初始化了一个空列表
self.messages，用于存储对","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",AI Agent 记忆能力剖析与代码实现,comparison,hard
开发基于 Dify 平台构建 AI Agent的步骤有哪些？,"第 5 章  AI Agent 构建工程实战 1——基于 Coze、Dify 平台构建 AI Agent∣137 
 
 
图 5-12 单击“发布”按钮，将“情感助手”AI Agent 发布到各种渠道中 
5.4 基于 Dify 平台构建 AI Agent 
小智：Coze 平台是基于在线模型构建专属 AI Agent，如果我需要私有化部署平台，以保证数
据隐私，那么是否有相应的低代码构建专属","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",基于 Dify 平台构建 AI Agent,method,easy
开发AI Agent 落地架构选型的必要性的步骤有哪些？,"业务需求。接下来，我们将从 AI Agent 落地架构选型的必要性、AI Agent 落地的主流架构选型、
AI Agent 落地架构选型依据等方面展开讨论。 
6.1.1 AI Agent 落地架构选型的必要性 
选择合适的落地架构对于成功部署和应用 AI Agent 至关重要。这不仅涉及 AI Agent 能否满足
当前的复杂需求，还关系到未来的可扩展性和维护成本。通过综合考虑 LLM 能力、","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",AI Agent 落地架构选型的必要性,method,medium
怎样使用AI Agent 落地架构选型依据？,"势。然而，这种自主性和开放性也带来了更高的复杂性和开发成本。当然，选择使用 LangGraph
也意味着开发者需要承担更多的自主开发任务。 
6.1.3 AI Agent 落地架构选型依据 
企业级 AI Agent 落地架构选型需综合考虑多方面因素，包括需求分析、技术选型、安全性和
可靠性、用户体验、可维护性等。我们将围绕 8 个具体技术挑战点，阐述 AI Agent 落地架构选型
依据。 
（","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",AI Agent 落地架构选型依据,method,easy
开发LangGraph 中支持构建 AI Agent 的主要模块的步骤有哪些？,"（5）与 LangChain 集成：LangGraph 可以与 LangChain、LangSmith 无缝集成。 
6.2.2  LangGraph 中支持构建 AI Agent 的主要模块 
在 LangGraph 中，节点、边、状态和路由这四个组件是怎么实现的，又是如何定义图结构的
呢？本节将结合代码实践进行详细介绍。 
1．Graph 基类 
对于任意一个简单或者复杂的图来说，都是基于 G","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",LangGraph 中支持构建 AI Agent 的主要模块,method,medium
提示工程概述及提示词的典型构成的架构是什么？,"小智：在基于 LangGraph 构建 AI Agent 的过程中，我们是否会使用提示工程？ 
西瓜老师：当然会，因为提示词是一种引导和优化 LLM 输出的技术手段。接下来，主要介绍提
示词在 LangGraph 中的作用，以及其在基于 LangGraph 构建 AI Agent 过程中的应用。 
6.3.1  提示工程概述及提示词的典型构成 
提示工程是一种专门针对 LLM 的技术，通过设计和优","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",提示工程概述及提示词的典型构成,structure,medium
提示词在 LangGraph 中的作用适用于什么场景？,"158∣AI Agent 开发全书：原理、框架与企业落地 
 
提示工程的核心理念是，LLM 的输出质量在很大程度上取决于输入的提示词的质量和结构。提
示工程的核心要素、提示词的典型构成、提示工程的进阶技巧等内容详见 2.3.1 节，不再赘述。 
6.3.2  提示词在 LangGraph 中的作用 
在 LangGraph 中，可以通过以下三种方式实现结构化输出。 
 提示工程：指示 LLM","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",提示词在 LangGraph 中的作用,application,easy
工具调用 AI Agent 的核心原理的运行机制是怎样的？,"第 6 章  AI Agent 构建工程实战 2——基于 LangGraph 框架构建 AI Agent∣161 
 
6.4.1  工具调用 AI Agent 的核心原理 
工具调用 AI Agent 的核心原理是让 LLM 根据用户输入，自动地判断应该使用哪个函数，并实
际执行，最后将工具的响应结果和用户的原始问题一起作为完整的提示词输入 LLM 并生成最终的
响应。 
1．LLM 的函数调用","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",工具调用 AI Agent 的核心原理,principle,easy
如何搭建使用工具调用构建 AI Agent 的过程？,"168∣AI Agent 开发全书：原理、框架与企业落地 
 
6.4.2 使用工具调用构建 AI Agent 的过程 
下面简单介绍在 LangGraph 中使用工具调用构建 AI Agent 的过程。 
1．工具调用 AI Agent 的完整实现案例 
下面我们构建完整的工具调用 AI Agent。这里可以对 Router AI Agent 实现的图做进一步的
升级，即在用户输入问题后，如果不","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",使用工具调用构建 AI Agent 的过程,method,medium
AI Agent 长短期记忆能力实现的实现方法是什么？,"172∣AI Agent 开发全书：原理、框架与企业落地 
 
6.5 AI Agent 长短期记忆能力实现 
小智：在基于 LangGraph 构建 AI Agent 的过程中，长短期记忆能力应如何实现呢？ 
西瓜老师：记忆是一种允许个体存储、检索并利用信息以理解过去和规划未来的关键认知功能。
像人类一样，通过学习、经验获得的知识可以在需要的时候从大脑中被检索出来。对于 AI Agent
来说，","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",AI Agent 长短期记忆能力实现,method,easy
基于 Store 实现长期记忆的实现方法是什么？,"6.5.2 基于 Store 实现长期记忆 
仅使用 Checkpointer，是无法做到跨线程共享信息的，而这激发了对 Store 的需求。 
LangGraph 通过 BaseStore 接口提供内置文档存储。与通过线程 ID 保存状态的 Checkpointer
不同，文档存储使用自定义命名空间来组织数据。常见的用例包括存储用户配置文件、构建知识库，
以及管理所有线程的全局首选项。具体的实现","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",基于 Store 实现长期记忆,method,medium
