query,positive_source,positive_section,type,n_negatives
什么是除了从环境中获得反馈，直接与人类交互也？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是它利用 LLM 提供对输出的反馈，并为如何改进输出提供指？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是提示工程？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",2.3 LLM 常见技术或应用范式,definition,3
什么是果，其目标？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是提示工程的核心理念？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是（3）任务说明，即将任务目标清晰地传达给 LLM，尤其？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是（3）任务说明，即将任务目标清晰地传达给 LLM，尤其？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是提示工程？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是（4）输出目标：指？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是（1）分步指？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是基于自然语言指？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是（5）限制范围或细节：避免内容偏离主题，保证输出集中在指？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是函数调用机制？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是（1）函数定义：定义？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是（3）函数调用：模型生成一个函数调用指？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是和 API 密钥“YOUR_API_KEY”？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是MCP 就像为 LLM 设定的一套“游戏规则”，目的？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是 开发者利用这个工具箱里的接口或指？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是简言之，MCP（详见第 4 章）就？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是检索增强生成（RAG）？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",2.3.3 检索增强生成,definition,3
什么是 输入：用户提出问题，如“黄金的最新价格？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",2.3.3 检索增强生成,definition,3
什么是构建信息检索系统通常包括定义？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是 定义检索源？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是 构建索引？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是设计检索策略通常包括定义？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是设计检索策略通常包括定义？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是 定义检索触发规则？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是 检索结果筛选？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是信息融合？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
将参考计划表示,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是微调（Fine-Tuning）？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是步骤 2：基于有监督数据（如指？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是微调？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是PEFT？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是生成的答案？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是数据集来微调 LLM-Agent 也？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是LLM？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",2.3.5 训练优化与推理优化,definition,3
什么是（1）稀疏 Transformer：？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是（2）旋转位置编码：？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是（2）旋转位置编码：？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是特别？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是（3）混合精度训练：？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是（4）样本拼接：？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是（5）并行训练：？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是同时训练相同的模型；模型并行则？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是（1）量化：？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是（2）蒸馏：？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是 Level3？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是概念简单但？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是AgentBench？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是人类意图并执行指？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是答案？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是断标准，检查 LLM-Agent 的答案？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是与 LLM 本身类似，评估自主 LLM-Agent 的有效性？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是主观评估？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是定量指？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
